name	x	y	z	size	hemisphere
LG1	-48.6067750453949	47.5406175851822	40.7617304325104	n/a	L
LG2	-54.6067743301392	38.540618121624	40.7617304325104	n/a	L
LG3	-55.6067742109299	27.5406187772751	40.7617304325104	n/a	L
LG4	-57.6067739725113	17.5406193733215	41.7617303133011	n/a	L
LG5	-57.6067739725113	7.54061996936798	40.7617304325104	n/a	L
LG6	-60.6067736148834	-2.45937943458557	41.7617303133011	n/a	L
LG7	-58.606773853302	-11.4593788981438	42.7617301940918	n/a	L
LG8	-57.6067739725113	-22.4593782424927	39.7617305517197	n/a	L
LG9	-52.6067745685577	46.5406176447868	29.7617317438126	n/a	L
LG10	-56.6067740917206	36.5406182408333	29.7617317438126	n/a	L
LG11	-58.606773853302	26.5406188368797	31.761731505394	n/a	L
LG12	-60.6067736148834	18.5406193137169	32.7617313861847	n/a	L
LG13	-60.6067736148834	7.54061996936798	32.7617313861847	n/a	L
LG14	-60.6067736148834	-1.45937949419022	32.7617313861847	n/a	L
LG15	-61.6067734956741	-13.4593787789345	32.7617313861847	n/a	L
LG16	-59.6067737340927	-22.4593782424927	31.761731505394	n/a	L
LG17	-52.6067745685577	46.5406176447868	20.7617328166962	n/a	L
LG18	-55.6067742109299	37.5406181812286	20.7617328166962	n/a	L
LG19	-58.606773853302	28.5406187176704	21.7617326974869	n/a	L
LG20	-60.6067736148834	18.5406193137169	22.7617325782776	n/a	L
LG21	-60.6067736148834	7.54061996936798	21.7617326974869	n/a	L
LG22	-62.6067733764648	-2.45937943458557	21.7617326974869	n/a	L
LG23	-62.6067733764648	-12.4593788385391	21.7617326974869	n/a	L
LG24	-60.6067736148834	-22.4593782424927	21.7617326974869	n/a	L
LG25	-52.6067745685577	47.5406175851822	9.76173412799835	n/a	L
LG26	-56.6067740917206	38.540618121624	10.7617340087891	n/a	L
LG27	-59.6067737340927	28.5406187176704	10.7617340087891	n/a	L
LG28	-62.6067733764648	18.5406193137169	10.7617340087891	n/a	L
LG29	-63.6067732572556	6.54062002897263	11.7617338895798	n/a	L
LG30	-63.6067732572556	-2.45937943458557	12.7617337703705	n/a	L
LG31	-63.6067732572556	-13.4593787789345	11.7617338895798	n/a	L
LG32	-62.6067733764648	-22.4593782424927	11.7617338895798	n/a	L
LG33	-52.6067745685577	46.5406176447868	-0.238264679908752	n/a	L
LG34	-58.606773853302	38.540618121624	0.761735200881958	n/a	L
LG35	-62.6067733764648	28.5406187176704	0.761735200881958	n/a	L
LG36	-65.606773018837	17.5406193733215	0.761735200881958	n/a	L
LG37	-65.606773018837	8.54061990976334	1.76173508167267	n/a	L
LG38	-66.6067728996277	-1.45937949419022	1.76173508167267	n/a	L
LG39	-63.6067732572556	-12.4593788385391	1.76173508167267	n/a	L
LG40	-61.6067734956741	-23.459378182888	0.761735200881958	n/a	L
LG41	-53.6067744493484	47.5406175851822	-9.23826360702515	n/a	L
LG42	-60.6067736148834	37.5406181812286	-9.23826360702515	n/a	L
LG43	-62.6067733764648	27.5406187772751	-9.23826360702515	n/a	L
LG44	-64.6067731380463	17.5406193733215	-8.23826372623444	n/a	L
LG45	-65.606773018837	7.54061996936798	-8.23826372623444	n/a	L
LG46	-64.6067731380463	-2.45937943458557	-9.23826360702515	n/a	L
LG47	-62.6067733764648	-13.4593787789345	-10.2382634878159	n/a	L
LG48	-57.6067739725113	-23.459378182888	-9.23826360702515	n/a	L
LAS1	-23.6280325651169	61.0343354344368	-10.3459251523018	n/a	L
LAS2	-32.0706129074097	64.8039150238037	-10.42200756073	n/a	L
LAS3	-40.4484144449234	61.0194101929665	-10.7440959215164	n/a	L
LAS4	-47.5488375425339	53.2500328421593	-9.83856892585754	n/a	L
LST1	-19.5428936481476	-5.55322706699371	-15.3031146526337	n/a	L
LST2	-28.1116551160812	-0.272755444049835	-18.9348529577255	n/a	L
LST3	-36.6761283874512	4.08173406124115	-22.7130325436592	n/a	L
LST4	-43.9584791660309	9.86101627349854	-23.4594247937202	n/a	L
LAD1	-23.3050502538681	10.5926186442375	-15.4771814346313	n/a	L
LAD2	-26.9157524108887	13.3360322713852	-14.9248532652855	n/a	L
LAD3	-30.530742764473	17.0054280161858	-14.2260838150978	n/a	L
LAD4	-35.3669091463089	18.9575760960579	-14.70805311203	n/a	L
LPD1	-23.1921895742416	5.52402561903	-13.4328149557114	n/a	L
LPD2	-27.9978827238083	7.32994621992111	-12.9892599582672	n/a	L
LPD3	-31.6347699165344	9.29360520839691	-13.5088973641396	n/a	L
LPD4	-36.4447512626648	12.0255079269409	-12.9189010858536	n/a	L
